,datetime.1,time.1,time_wpm_20.1,wind_speed.1,wind_speed_qc.1,wind_speed_detail_qc.1,wind_speed_release.1,wind_direction.1,wind_direction_qc.1,wind_direction_detail_qc.1,wind_direction_release.1,wind_gust.1,wind_gust_qc.1,wind_gust_detail_qc.1,wind_gust_release.1,max_1_minute_wind_speed.1,max_1_minute_wind_speed_qc.1,max_1_minute_wind_speed_detail_qc.1,max_1_minute_wind_speed_release.1,air_pressure_at_sea_level.1,air_pressure_at_sea_level_qc.1,air_pressure_at_sea_level_detail_qc.1,air_pressure_at_sea_level_release.1,air_pressure.1,air_pressure_qc.1,air_pressure_detail_qc.1,air_pressure_release.1,latitude.1,latitude_qc.1,latitude_detail_qc.1,latitude_release.1,longitude.1,longitude_qc.1,longitude_detail_qc.1,longitude_release.1,wind_speed.2,wind_speed_qc.2,wind_speed_detail_qc.2,wind_speed_release.2,wind_direction.2,wind_direction_qc.2,wind_direction_detail_qc.2,wind_direction_release.2,wind_gust.2,wind_gust_qc.2,wind_gust_detail_qc.2,wind_gust_release.2,max_1_minute_wind_speed.2,max_1_minute_wind_speed_qc.2,max_1_minute_wind_speed_detail_qc.2,max_1_minute_wind_speed_release.2,air_pressure_at_sea_level.2,air_pressure_at_sea_level_qc.2,air_pressure_at_sea_level_detail_qc.2,air_pressure_at_sea_level_release.2,air_pressure.2,air_pressure_qc.2,air_pressure_detail_qc.2,air_pressure_release.2,air_temperature.1,air_temperature_qc.1,air_temperature_detail_qc.1,air_temperature_release.1,dew_point_temperature.1,dew_point_temperature_qc.1,dew_point_temperature_detail_qc.1,dew_point_temperature_release.1,relative_humidity.1,relative_humidity_qc.1,relative_humidity_detail_qc.1,relative_humidity_release.1,latitude.2,latitude_qc.2,latitude_detail_qc.2,latitude_release.2,longitude.2,longitude_qc.2,longitude_detail_qc.2,longitude_release.2,latitude.3,latitude_qc.3,latitude_detail_qc.3,latitude_release.3,longitude.3,longitude_qc.3,longitude_detail_qc.3,longitude_release.3,latitude.4,latitude_qc.4,latitude_detail_qc.4,latitude_release.4,longitude.4,longitude_qc.4,longitude_detail_qc.4,longitude_release.4,significant_wave_height.1,significant_wave_height_qc.1,significant_wave_height_detail_qc.1,significant_wave_height_release.1,dominant_period.1,dominant_period_qc.1,dominant_period_detail_qc.1,dominant_period_release.1,average_period.1,average_period_qc.1,average_period_detail_qc.1,average_period_release.1,mean_wave_direction.1,mean_wave_direction_qc.1,mean_wave_direction_detail_qc.1,mean_wave_direction_release.1,c11.1,c11m.1,alpha1.1,alpha2.1,r1.1,r2.1,rhq.1,gamma2.1,gamma3.1,phih.1,sea_surface_temperature.1,sea_surface_temperature_qc.1,sea_surface_temperature_detail_qc.1,sea_surface_temperature_release.1,latitude.5,latitude_qc.5,latitude_detail_qc.5,latitude_release.5,longitude.5,longitude_qc.5,longitude_detail_qc.5,longitude_release.5
1609465200,2021-01-01 01:40:00,1609465200,1609465200,10.6,0,b'0',1,216,0,b'0',1,12.9,0,b'0',1,0,0,0,-9,102428,0,b'0',1,102400,0,b'0',1,34.7442,0,b'0',0,-72.2803,0,b'0',0,11.0,0,b'0',1,211,0,b'0',1,13.6,0,b'0',1,0,0,0,-9,102510,0,b'0',1,102470,0,b'0',1,294.05,0,b'0',1,289.1972,0,b'0',1,73.3211,0,b'0',0,34.7442,0,b'0',0,-72.2803,0,b'0',0,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,34.7439,0,b'0',0,-72.2801,0,b'0',0,2.22771,0,b'0',-9,5.88235,0,b'0',-9,5.33812,0,b'0',-9,216.0,0,b'0',-9,0.0,0.00679,272.0,264.0,0.168,0.862,11.45,0.0,103.0,84.0,293.7563,0,b'0',1,34.7442,0,b'0',0,-72.2803,0,b'0',0
1609465800,2021-01-01 01:50:00,1609465800,1609465800,10.1,0,b'0',1,215,0,b'0',1,12.2,0,b'0',1,0,0,0,-9,102418,0,b'0',1,102390,0,b'0',1,34.7442,0,b'0',0,-72.2803,0,b'0',0,10.7,0,b'0',1,212,0,b'0',1,13.1,0,b'0',1,0,0,0,-9,102510,0,b'0',1,102470,0,b'0',1,294.05,0,b'0',1,289.4203,0,b'0',1,74.3916,0,b'0',0,34.7442,0,b'0',0,-72.2803,0,b'0',0,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,293.7578,0,b'0',1,34.7442,0,b'0',0,-72.2803,0,b'0',0
1609466400,2021-01-01 02:00:00,1609466400,1609466400,10.2,0,b'0',1,217,0,b'0',1,12.4,0,b'0',1,0,0,0,-9,102428,0,b'0',1,102400,0,b'0',1,34.7442,0,b'0',0,-72.2803,0,b'0',0,10.4,0,b'0',1,212,0,b'0',1,13.4,0,b'0',1,0,0,0,-9,102521,0,b'0',1,102480,0,b'0',1,294.05,0,b'0',1,289.5307,0,b'0',1,74.9261,0,b'0',0,34.7442,0,b'0',0,-72.2803,0,b'0',0,34.7442,0,b'0',0,-72.2803,0,b'0',0,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,293.7554,0,b'0',1,34.7442,0,b'0',0,-72.2803,0,b'0',0
1609467000,2021-01-01 02:10:00,1609467000,1609467000,10.3,0,b'0',1,219,0,b'0',1,13.2,0,b'0',1,0,0,0,-9,102428,0,b'0',1,102400,0,b'0',1,34.7445,0,b'0',0,-72.2806,0,b'0',0,10.4,0,b'0',1,213,0,b'0',1,13.7,0,b'0',1,0,0,0,-9,102510,0,b'0',1,102470,0,b'0',1,294.05,0,b'0',1,289.5526,0,b'0',1,75.033,0,b'0',0,34.7445,0,b'0',0,-72.2806,0,b'0',0,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,293.7641,0,b'0',1,34.7442,0,b'0',0,-72.2803,0,b'0',0
1609467600,2021-01-01 02:20:00,1609467600,1609467600,10.0,0,b'0',1,217,0,b'0',1,12.4,0,b'0',1,0,0,0,-9,102418,0,b'0',1,102390,0,b'0',1,34.7445,0,b'0',0,-72.2806,0,b'0',0,10.3,0,b'0',1,212,0,b'0',1,13.2,0,b'0',1,0,0,0,-9,102510,0,b'0',1,102470,0,b'0',1,294.15,0,b'0',1,289.8893,0,b'0',1,76.2072,0,b'0',0,34.7445,0,b'0',0,-72.2806,0,b'0',0,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,293.7629,0,b'0',1,34.7442,0,b'0',0,-72.2803,0,b'0',0
1609468200,2021-01-01 02:30:00,1609468200,1609468200,10.3,0,b'0',1,220,0,b'0',1,13.1,0,b'0',1,0,0,0,-9,102428,0,b'0',1,102400,0,b'0',1,34.7445,0,b'0',0,-72.2806,0,b'0',0,10.4,0,b'0',1,213,0,b'0',1,13.8,0,b'0',1,0,0,0,-9,102510,0,b'0',1,102470,0,b'0',1,294.05,0,b'0',1,289.7706,0,b'0',1,76.1006,0,b'0',0,34.7445,0,b'0',0,-72.2806,0,b'0',0,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,293.7602,0,b'0',1,34.7442,0,b'0',0,-72.2803,0,b'0',0
1609468800,2021-01-01 02:40:00,1609468800,1609468800,10.6,0,b'0',1,223,0,b'0',1,13.3,0,b'0',1,0,0,0,-9,102448,0,b'0',1,102420,0,b'0',1,34.7445,0,b'0',0,-72.2806,0,b'0',0,10.6,0,b'0',1,217,0,b'0',1,13.5,0,b'0',1,0,0,0,-9,102531,0,b'0',1,102490,0,b'0',1,294.15,0,b'0',1,289.8026,0,b'0',1,75.7805,0,b'0',0,34.7445,0,b'0',0,-72.2806,0,b'0',0,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,34.7442,0,b'0',0,-72.2803,0,b'0',0,2.06948,0,b'0',-9,6.25,0,b'0',-9,5.34804,0,b'0',-9,220.0,0,b'0',-9,0.0,0.00049,254.0,257.0,0.303,0.934,39.61,0.0,8.0,-48.0,293.759,0,b'0',1,34.7442,0,b'0',0,-72.2803,0,b'0',0
1609469400,2021-01-01 02:50:00,1609469400,1609469400,10.3,0,b'0',1,225,0,b'0',1,12.8,0,b'0',1,0,0,0,-9,102468,0,b'0',1,102440,0,b'0',1,34.7445,0,b'0',0,-72.2806,0,b'0',0,10.5,0,b'0',1,219,0,b'0',1,13.5,0,b'0',1,0,0,0,-9,102551,0,b'0',1,102509,0,b'0',1,294.15,0,b'0',1,289.8243,0,b'0',1,75.8872,0,b'0',0,34.7445,0,b'0',0,-72.2806,0,b'0',0,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,293.7562,0,b'0',1,34.7442,0,b'0',0,-72.2803,0,b'0',0
1609470000,2021-01-01 03:00:00,1609470000,1609470000,10.4,0,b'0',1,228,0,b'0',1,13.2,0,b'0',1,0,0,0,-9,102488,0,b'0',1,102459,0,b'0',1,34.7445,0,b'0',0,-72.2806,0,b'0',0,10.4,0,b'0',1,222,0,b'0',1,13.8,0,b'0',1,0,0,0,-9,102571,0,b'0',1,102530,0,b'0',1,294.15,0,b'0',1,289.911,0,b'0',1,76.3139,0,b'0',0,34.7445,0,b'0',0,-72.2806,0,b'0',0,34.7445,0,b'0',0,-72.2806,0,b'0',0,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,293.7527,0,b'0',1,34.7445,0,b'0',0,-72.2806,0,b'0',0
1609470600,2021-01-01 03:10:00,1609470600,1609470600,9.6,0,b'0',1,231,0,b'0',1,11.7,0,b'0',1,0,0,0,-9,102498,0,b'0',1,102470,0,b'0',1,34.7448,0,b'0',0,-72.2806,0,b'0',0,9.2,0,b'0',1,223,0,b'0',1,12.3,0,b'0',1,0,0,0,-9,102581,0,b'0',1,102540,0,b'0',1,294.25,0,b'0',1,290.1158,0,b'0',1,76.8468,0,b'0',0,34.7448,0,b'0',0,-72.2806,0,b'0',0,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,293.7535,0,b'0',1,34.7448,0,b'0',0,-72.2806,0,b'0',0
1609471200,2021-01-01 03:20:00,1609471200,1609471200,9.1,0,b'0',1,231,0,b'0',1,12.1,0,b'0',1,0,0,0,-9,102498,0,b'0',1,102470,0,b'0',1,34.7448,0,b'0',0,-72.2806,0,b'0',0,9.3,0,b'0',1,224,0,b'0',1,12.8,0,b'0',1,0,0,0,-9,102581,0,b'0',1,102540,0,b'0',1,294.25,0,b'0',1,290.1586,0,b'0',1,77.0599,0,b'0',0,34.7448,0,b'0',0,-72.2806,0,b'0',0,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,293.7546,0,b'0',1,34.7448,0,b'0',0,-72.2806,0,b'0',0
1609471800,2021-01-01 03:30:00,1609471800,1609471800,9.6,0,b'0',1,231,0,b'0',1,12.2,0,b'0',1,0,0,0,-9,102488,0,b'0',1,102459,0,b'0',1,34.7448,0,b'0',0,-72.2806,0,b'0',0,9.6,0,b'0',1,225,0,b'0',1,12.8,0,b'0',1,0,0,0,-9,102571,0,b'0',1,102530,0,b'0',1,294.25,0,b'0',1,290.0297,0,b'0',1,76.4205,0,b'0',0,34.7448,0,b'0',0,-72.2806,0,b'0',0,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,-9,b'_',-9,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,9.96921e+36,293.7557,0,b'0',1,34.7448,0,b'0',0,-72.2806,0,b'0',0
